x,y
120.75,164.50
164.50,112.00
40.25,131.25
138.25,59.50
164.50,84.00
164.50,120.75
112.00,87.50
154.00,101.50
173.25,101.50
145.25,127.75
54.25,108.50
40.25,92.75
94.50,75.25
57.75,140.00
22.75,113.75
70.00,141.75
112.00,126.00
126.00,182.00
57.75,84.00
131.25,145.25
110.25,201.25
59.50,75.25
92.75,182.00
110.25,22.75
57.75,120.75
147.00,164.50
148.75,61.25
28.00,101.50
201.25,110.25
143.50,54.25
183.75,91.00
73.50,57.75
171.50,110.25
57.75,148.75
126.00,112.00
194.25,101.50
126.00,43.75
78.75,169.75
94.50,112.00
110.25,52.50
101.50,164.50
164.50,75.25
45.50,143.50
192.50,112.00
113.75,168.00
110.25,96.25
138.25,138.25
92.75,40.25
140.00,164.50
141.75,47.25
157.50,112.00
124.25,82.25
119.00,98.00
126.00,75.25
45.50,99.75
45.50,124.25
131.25,87.50
71.75,89.25
176.75,89.25
52.50,134.75
80.50,117.25
187.25,106.75
140.00,98.00
28.00,122.50
103.25,59.50
140.00,117.25
96.25,141.75
124.25,91.00
124.25,150.50
17.50,108.50
141.75,152.25
140.00,89.25
140.00,106.75
77.00,140.00
87.50,54.25
96.25,133.00
124.25,26.25
124.25,36.75
124.25,197.75
129.50,136.50
