x,y
35.00,101.50
52.50,101.50
85.75,134.75
105.00,52.50
103.25,199.50
105.00,40.25
50.75,117.25
120.75,185.50
103.25,150.50
103.25,119.00
35.00,133.00
120.75,164.50
54.25,87.50
87.50,56.00
19.25,117.25
35.00,84.00
154.00,68.25
117.25,101.50
169.75,136.50
71.75,148.75
84.00,87.50
68.25,101.50
183.75,136.50
103.25,21.00
201.25,119.00
134.75,87.50
21.00,101.50
87.50,36.75
105.00,182.00
169.75,103.25
136.50,38.50
120.75,152.25
169.75,117.25
119.00,38.50
68.25,71.75
136.50,166.25
38.50,117.25
101.50,68.25
120.75,71.75
150.50,101.50
52.50,136.50
70.00,119.00
119.00,199.50
136.50,134.75
168.00,85.75
185.50,85.75
183.75,119.00
183.75,103.25
103.25,101.50
101.50,166.25
120.75,117.25
87.50,166.25
134.75,56.00
84.00,182.00
150.50,117.25
117.25,56.00
136.50,180.25
143.50,159.25
