x,y
141.75,50.75
120.75,103.25
164.50,127.75
96.25,159.25
91.00,59.50
204.75,112.00
164.50,96.25
155.75,92.75
64.75,126.00
64.75,99.75
77.00,113.75
173.25,84.00
112.00,147.00
129.50,63.00
49.00,141.75
157.50,126.00
113.75,110.25
99.75,66.50
129.50,162.75
124.25,155.75
64.75,133.00
169.75,145.25
80.50,173.25
140.00,84.00
145.25,113.75
138.25,171.50
92.75,131.25
15.75,115.50
113.75,173.25
92.75,66.50
52.50,110.25
176.75,110.25
113.75,21.00
78.75,140.00
84.00,52.50
113.75,47.25
84.00,110.25
78.75,80.50
168.00,78.75
45.50,115.50
52.50,85.75
112.00,75.25
145.25,77.00
173.25,138.25
155.75,68.25
