x,y
29.75,28.00
35.00,31.50
35.00,190.75
33.25,31.50
87.50,112.00
185.50,38.50
28.00,166.25
148.75,197.75
113.75,80.50
112.00,134.75
98.00,96.25
98.00,126.00
129.50,98.00
190.75,197.75
192.50,26.25
203.00,110.25
197.75,45.50
29.75,183.75
87.50,106.75
203.00,24.50
31.50,78.75
108.50,150.50
29.75,36.75
187.25,182.00
28.00,24.50
29.75,54.25
31.50,35.00
82.25,29.75
105.00,192.50
38.50,35.00
108.50,140.00
189.00,35.00
197.75,194.25
28.00,197.75
31.50,194.25
124.25,112.00
33.25,89.25
190.75,35.00
31.50,166.25
152.25,138.25
61.25,29.75
201.25,68.25
38.50,187.25
103.25,119.00
152.25,84.00
169.75,29.75
141.75,75.25
204.75,143.50
126.00,19.25
43.75,131.25
78.75,85.75
190.75,187.25
112.00,82.25
141.75,24.50
199.50,199.50
148.75,29.75
43.75,89.25
126.00,192.50
92.75,143.50
103.25,78.75
103.25,143.50
136.50,78.75
43.75,183.75
21.00,22.75
29.75,173.25
71.75,112.00
94.50,201.25
108.50,127.75
190.75,24.50
38.50,17.50
185.50,133.00
154.00,113.75
182.00,178.50
33.25,28.00
140.00,106.75
29.75,136.50
196.00,145.25
113.75,119.00
120.75,113.75
182.00,43.75
194.25,192.50
189.00,36.75
199.50,196.00
92.75,78.75
115.50,78.75
115.50,143.50
