x,y
14.00,112.00
73.50,131.25
131.25,189.00
73.50,112.00
73.50,92.75
92.75,169.75
210.00,112.00
73.50,71.75
73.50,150.50
112.00,169.75
171.50,112.00
190.75,92.75
131.25,71.75
152.25,71.75
190.75,131.25
73.50,52.50
92.75,52.50
92.75,92.75
152.25,131.25
33.25,92.75
73.50,169.75
131.25,150.50
131.25,169.75
152.25,150.50
54.25,112.00
112.00,131.25
131.25,52.50
112.00,210.00
152.25,112.00
92.75,71.75
92.75,189.00
112.00,92.75
171.50,71.75
171.50,131.25
52.50,131.25
54.25,73.50
54.25,150.50
92.75,131.25
131.25,33.25
150.50,169.75
171.50,92.75
152.25,52.50
152.25,92.75
112.00,52.50
171.50,150.50
99.75,162.75
190.75,112.00
92.75,33.25
92.75,150.50
112.00,71.75
131.25,92.75
112.00,31.50
92.75,112.00
112.00,150.50
52.50,91.00
35.00,131.25
43.75,124.25
143.50,124.25
99.75,59.50
124.25,101.50
180.25,122.50
112.00,189.00
122.50,143.50
131.25,112.00
141.75,162.75
162.75,140.00
33.25,112.00
124.25,162.75
112.00,108.50
82.25,119.00
129.50,131.25
85.75,157.50
