x,y
171.50,78.75
171.50,141.75
134.75,82.25
143.50,50.75
143.50,171.50
82.25,171.50
82.25,50.75
201.25,108.50
99.75,157.50
50.75,108.50
108.50,171.50
99.75,122.50
99.75,64.75
110.25,108.50
87.50,82.25
87.50,140.00
85.75,108.50
96.25,98.00
110.25,54.25
22.75,108.50
113.75,78.75
168.00,112.00
56.00,112.00
113.75,166.25
124.25,68.25
115.50,138.25
129.50,152.25
21.00,115.50
126.00,127.75
201.25,115.50
129.50,98.00
56.00,138.25
110.25,24.50
110.25,197.75
138.25,138.25
124.25,94.50
134.75,50.75
138.25,112.00
54.25,80.50
