x,y
136.50,180.25
43.75,140.00
182.00,138.25
136.50,40.25
133.00,64.75
134.75,138.25
40.25,85.75
126.00,54.25
155.75,71.75
82.25,40.25
178.50,85.75
66.50,120.75
147.00,126.00
85.75,185.50
112.00,91.00
87.50,162.75
126.00,99.75
66.50,134.75
155.75,134.75
119.00,50.75
63.00,113.75
126.00,126.00
99.75,101.50
138.25,115.50
166.25,126.00
115.50,187.25
185.50,112.00
210.00,115.50
56.00,129.50
108.50,40.25
38.50,112.00
96.25,54.25
87.50,89.25
87.50,64.75
112.00,64.75
94.50,171.50
155.75,91.00
112.00,136.50
15.75,113.75
101.50,124.25
112.00,117.25
134.75,161.00
110.25,161.00
134.75,91.00
159.25,110.25
68.25,92.75
108.50,189.00
49.00,101.50
126.00,171.50
112.00,213.50
173.25,99.75
161.00,162.75
98.00,182.00
112.00,15.75
85.75,136.50
