x,y
150.50,133.00
71.75,133.00
159.25,94.50
150.50,94.50
119.00,45.50
40.25,103.25
159.25,122.50
91.00,154.00
101.50,183.75
131.25,73.50
110.25,94.50
101.50,162.75
31.50,94.50
178.50,122.50
91.00,35.00
110.25,133.00
129.50,35.00
52.50,152.25
168.00,152.25
98.00,42.00
110.25,152.25
178.50,84.00
182.00,101.50
124.25,185.50
84.00,161.00
71.75,112.00
91.00,112.00
110.25,54.25
110.25,173.25
112.00,73.50
169.75,75.25
150.50,73.50
98.00,59.50
98.00,68.25
189.00,133.00
71.75,73.50
145.25,66.50
124.25,68.25
31.50,133.00
71.75,173.25
12.25,113.75
157.50,147.00
150.50,152.25
150.50,173.25
110.25,15.75
110.25,211.75
129.50,192.50
31.50,113.75
169.75,94.50
150.50,113.75
71.75,94.50
84.00,63.00
59.50,124.25
71.75,154.00
59.50,143.50
161.00,105.00
42.00,126.00
63.00,84.00
169.75,113.75
159.25,133.00
133.00,155.75
61.25,103.25
110.25,35.00
161.00,84.00
189.00,113.75
140.00,161.00
129.50,112.00
91.00,54.25
91.00,192.50
131.25,173.25
71.75,54.25
150.50,54.25
189.00,94.50
