x,y
103.25,175.00
70.00,122.50
103.25,54.25
122.50,175.00
112.00,89.25
61.25,133.00
61.25,141.75
87.50,113.75
129.50,140.00
85.75,63.00
164.50,96.25
85.75,166.25
190.75,113.75
112.00,147.00
159.25,82.25
92.75,82.25
66.50,82.25
113.75,183.75
64.75,148.75
110.25,98.00
43.75,115.50
61.25,96.25
26.25,113.75
113.75,119.00
110.25,133.00
101.50,136.50
66.50,101.50
112.00,54.25
112.00,71.75
77.00,164.50
148.75,164.50
129.50,63.00
33.25,113.75
173.25,113.75
147.00,96.25
112.00,175.00
140.00,63.00
164.50,105.00
129.50,164.50
112.00,80.50
147.00,115.50
129.50,47.25
113.75,29.75
113.75,192.50
164.50,131.25
164.50,148.75
122.50,166.25
148.75,63.00
157.50,112.00
112.00,155.75
129.50,113.75
162.75,122.50
140.00,164.50
52.50,113.75
110.25,203.00
122.50,63.00
61.25,124.25
77.00,63.00
110.25,45.50
182.00,113.75
101.50,33.25
66.50,71.75
94.50,147.00
164.50,113.75
96.25,115.50
148.75,71.75
66.50,110.25
131.25,80.50
131.25,147.00
133.00,127.75
203.00,112.00
50.75,143.50
73.50,84.00
141.75,80.50
126.00,94.50
141.75,136.50
