x,y
105.00,189.00
98.00,157.50
64.75,105.00
157.50,66.50
113.75,29.75
131.25,178.50
99.75,168.00
145.25,136.50
117.25,80.50
38.50,122.50
99.75,124.25
129.50,75.25
120.75,194.25
162.75,87.50
120.75,66.50
140.00,66.50
84.00,124.25
162.75,127.75
61.25,112.00
99.75,28.00
101.50,141.75
122.50,141.75
91.00,113.75
131.25,113.75
166.25,119.00
113.75,54.25
192.50,106.75
157.50,106.75
112.00,92.75
117.25,164.50
21.00,112.00
189.00,119.00
110.25,131.25
24.50,126.00
80.50,105.00
99.75,85.75
42.00,113.75
110.25,178.50
105.00,78.75
138.25,173.25
162.75,152.25
91.00,49.00
113.75,45.50
112.00,85.75
112.00,154.00
140.00,113.75
24.50,101.50
87.50,63.00
110.25,122.50
145.25,120.75
112.00,169.75
50.75,82.25
122.50,57.75
168.00,80.50
120.75,105.00
150.50,63.00
85.75,166.25
101.50,57.75
54.25,161.00
106.75,50.75
113.75,204.75
131.25,190.75
164.50,71.75
82.25,113.75
54.25,99.75
115.50,148.75
120.75,38.50
129.50,38.50
119.00,122.50
124.25,26.25
176.75,110.25
64.75,141.75
168.00,176.75
110.25,68.25
131.25,162.75
148.75,54.25
168.00,66.50
161.00,138.25
175.00,168.00
54.25,113.75
54.25,126.00
94.50,187.25
