x,y
183.75,85.75
87.50,157.50
38.50,85.75
124.25,168.00
112.00,87.50
134.75,84.00
115.50,138.25
173.25,119.00
112.00,204.75
14.00,108.50
87.50,108.50
159.25,157.50
124.25,122.50
64.75,108.50
157.50,108.50
112.00,61.25
63.00,57.75
38.50,108.50
183.75,108.50
141.75,92.75
134.75,182.00
206.50,110.25
54.25,96.25
61.25,155.75
85.75,87.50
85.75,133.00
101.50,49.00
101.50,169.75
134.75,36.75
159.25,61.25
85.75,183.75
108.50,180.25
112.00,12.25
63.00,133.00
85.75,35.00
136.50,61.25
112.00,108.50
50.75,119.00
110.25,161.00
112.00,38.50
38.50,134.75
136.50,133.00
157.50,131.25
87.50,61.25
59.50,85.75
124.25,96.25
122.50,50.75
148.75,119.00
126.00,145.25
98.00,98.00
134.75,157.50
187.25,136.50
