x,y
150.50,112.00
169.75,112.00
129.50,131.25
110.25,14.00
36.75,94.50
110.25,52.50
66.50,77.00
87.50,66.50
126.00,40.25
47.25,117.25
131.25,189.00
136.50,57.75
129.50,112.00
169.75,131.25
150.50,50.75
84.00,120.75
136.50,85.75
99.75,101.50
71.75,168.00
164.50,77.00
84.00,57.75
120.75,120.75
110.25,208.25
150.50,92.75
147.00,164.50
75.25,59.50
117.25,162.75
98.00,176.75
89.25,35.00
61.25,99.75
110.25,190.75
110.25,131.25
110.25,150.50
155.75,134.75
49.00,150.50
110.25,94.50
31.50,131.25
129.50,92.75
210.00,112.00
176.75,106.75
103.25,47.25
73.50,152.25
103.25,162.75
150.50,70.00
169.75,94.50
80.50,157.50
150.50,148.75
91.00,92.75
189.00,92.75
71.75,131.25
91.00,112.00
189.00,112.00
57.75,68.25
43.75,106.75
115.50,143.50
124.25,47.25
178.50,120.75
59.50,82.25
110.25,113.75
31.50,112.00
85.75,138.25
61.25,138.25
101.50,122.50
119.00,101.50
138.25,101.50
50.75,131.25
71.75,92.75
117.25,175.00
89.25,169.75
61.25,119.00
138.25,120.75
50.75,92.75
12.25,112.00
115.50,47.25
82.25,82.25
42.00,122.50
91.00,187.25
98.00,63.00
140.00,157.50
141.75,140.00
159.25,99.75
190.75,131.25
91.00,52.50
71.75,110.25
91.00,129.50
112.00,35.00
159.25,122.50
110.25,71.75
71.75,52.50
122.50,82.25
99.75,84.00
161.00,140.00
168.00,150.50
80.50,101.50
120.75,63.00
140.00,176.75
157.50,63.00
110.25,169.75
148.75,131.25
52.50,73.50
131.25,33.25
133.00,75.25
91.00,150.50
129.50,52.50
129.50,169.75
