x,y
117.25,94.50
15.75,113.75
106.75,92.75
112.00,28.00
147.00,147.00
61.25,141.75
208.25,113.75
117.25,192.50
117.25,63.00
85.75,168.00
190.75,136.50
40.25,96.25
52.50,108.50
94.50,145.25
112.00,197.75
68.25,152.25
154.00,136.50
61.25,129.50
75.25,78.75
124.25,187.25
115.50,113.75
50.75,120.75
84.00,183.75
126.00,54.25
91.00,110.25
155.75,122.50
138.25,89.25
49.00,136.50
138.25,169.75
120.75,42.00
155.75,152.25
84.00,59.50
87.50,136.50
138.25,105.00
140.00,136.50
138.25,43.75
85.75,120.75
106.75,63.00
112.00,35.00
75.25,159.25
138.25,57.75
105.00,136.50
157.50,75.25
31.50,120.75
119.00,136.50
136.50,183.75
98.00,117.25
145.25,126.00
68.25,89.25
85.75,87.50
103.25,154.00
87.50,152.25
110.25,157.50
103.25,106.75
120.75,106.75
134.75,152.25
147.00,66.50
127.75,99.75
15.75,105.00
94.50,99.75
147.00,159.25
87.50,75.25
155.75,168.00
75.25,115.50
78.75,145.25
94.50,127.75
120.75,169.75
166.25,113.75
127.75,112.00
94.50,66.50
50.75,75.25
68.25,120.75
68.25,59.50
103.25,183.75
136.50,120.75
155.75,59.50
173.25,75.25
173.25,136.50
42.00,126.00
148.75,98.00
68.25,71.75
96.25,49.00
101.50,43.75
175.00,106.75
94.50,175.00
70.00,134.75
129.50,66.50
136.50,77.00
68.25,168.00
173.25,152.25
47.25,91.00
110.25,68.25
192.50,105.00
171.50,119.00
