x,y
138.25,42.00
91.00,138.25
162.75,113.75
91.00,91.00
113.75,91.00
187.25,138.25
66.50,161.00
113.75,66.50
113.75,113.75
113.75,138.25
91.00,113.75
213.50,113.75
138.25,89.25
162.75,66.50
94.50,190.75
17.50,113.75
115.50,208.25
66.50,66.50
138.25,185.50
187.25,91.00
87.50,40.25
138.25,138.25
66.50,91.00
66.50,138.25
42.00,138.25
162.75,138.25
138.25,113.75
162.75,91.00
63.00,113.75
42.00,91.00
162.75,161.00
138.25,66.50
42.00,113.75
91.00,161.00
187.25,113.75
136.50,164.50
115.50,21.00
113.75,42.00
113.75,185.50
91.00,66.50
115.50,161.00
124.25,171.50
87.50,187.25
105.00,56.00
