x,y
131.25,50.75
110.25,133.00
91.00,133.00
50.75,152.25
141.75,122.50
131.25,148.75
68.25,131.25
150.50,131.25
110.25,12.25
92.75,29.75
10.50,110.25
91.00,50.75
131.25,71.75
103.25,80.50
70.00,171.50
70.00,112.00
152.25,171.50
112.00,28.00
148.75,91.00
150.50,148.75
150.50,108.50
110.25,192.50
169.75,70.00
131.25,133.00
70.00,50.75
68.25,92.75
91.00,173.25
110.25,71.75
152.25,71.75
210.00,110.25
52.50,68.25
92.75,196.00
49.00,89.25
113.75,152.25
31.50,131.25
129.50,194.25
140.00,101.50
91.00,68.25
70.00,152.25
171.50,113.75
49.00,112.00
190.75,110.25
113.75,50.75
80.50,162.75
91.00,91.00
78.75,82.25
131.25,110.25
131.25,171.50
31.50,112.00
110.25,173.25
187.25,91.00
150.50,50.75
