x,y
161.00,101.50
42.00,138.25
161.00,82.25
126.00,105.00
168.00,106.75
152.25,54.25
98.00,115.50
105.00,134.75
115.50,31.50
49.00,110.25
70.00,54.25
106.75,199.50
161.00,157.50
161.00,138.25
52.50,127.75
141.75,66.50
178.50,138.25
33.25,110.25
120.75,126.00
161.00,45.50
82.25,173.25
112.00,82.25
52.50,148.75
82.25,110.25
43.75,64.75
141.75,175.00
173.25,147.00
101.50,94.50
112.00,185.50
63.00,101.50
12.25,108.50
113.75,203.00
120.75,94.50
82.25,43.75
187.25,110.25
120.75,176.75
120.75,64.75
161.00,175.00
43.75,157.50
113.75,166.25
101.50,126.00
82.25,64.75
63.00,122.50
112.00,101.50
63.00,64.75
22.75,119.00
82.25,157.50
134.75,56.00
101.50,178.50
199.50,101.50
70.00,166.25
108.50,17.50
141.75,108.50
42.00,82.25
61.25,175.00
61.25,45.50
61.25,138.25
140.00,157.50
150.50,168.00
211.75,110.25
161.00,66.50
112.00,138.25
120.75,194.25
199.50,119.00
61.25,82.25
169.75,131.25
120.75,110.25
92.75,101.50
112.00,120.75
168.00,89.25
52.50,92.75
112.00,54.25
101.50,194.25
141.75,45.50
180.25,64.75
22.75,101.50
161.00,119.00
43.75,101.50
50.75,73.50
180.25,82.25
91.00,120.75
101.50,26.25
101.50,157.50
120.75,157.50
92.75,168.00
42.00,120.75
180.25,119.00
