x,y
35.00,105.00
43.75,110.25
101.50,43.75
73.50,80.50
168.00,105.00
183.75,117.25
138.25,73.50
140.00,138.25
49.00,105.00
91.00,208.25
99.75,99.75
145.25,77.00
194.25,75.25
147.00,147.00
71.75,155.75
63.00,147.00
108.50,173.25
127.75,155.75
120.75,40.25
148.75,138.25
75.25,141.75
91.00,49.00
91.00,173.25
127.75,66.50
99.75,73.50
120.75,145.25
110.25,127.75
157.50,110.25
157.50,147.00
24.50,75.25
108.50,33.25
127.75,49.00
115.50,178.50
108.50,64.75
213.50,126.00
127.75,173.25
115.50,166.25
127.75,12.25
61.25,110.25
194.25,127.75
91.00,136.50
175.00,110.25
80.50,22.75
24.50,127.75
61.25,92.75
127.75,136.50
115.50,54.25
36.75,117.25
194.25,110.25
175.00,126.00
147.00,189.00
157.50,127.75
182.00,105.00
24.50,110.25
194.25,145.25
175.00,91.00
43.75,94.50
147.00,157.50
61.25,127.75
80.50,92.75
80.50,127.75
91.00,84.00
138.25,182.00
98.00,166.25
120.75,122.50
71.75,66.50
129.50,112.00
138.25,126.00
91.00,12.25
15.75,103.25
91.00,68.25
147.00,31.50
71.75,29.75
89.25,108.50
129.50,208.25
147.00,68.25
108.50,92.75
127.75,84.00
138.25,92.75
91.00,155.75
54.25,119.00
164.50,119.00
108.50,108.50
91.00,189.00
194.25,92.75
61.25,75.25
99.75,59.50
91.00,29.75
43.75,127.75
22.75,147.00
127.75,190.75
108.50,49.00
213.50,91.00
110.25,190.75
84.00,87.50
5.25,92.75
108.50,155.75
157.50,92.75
168.00,141.75
136.50,145.25
127.75,31.50
