x,y
59.50,129.50
77.00,129.50
96.25,57.75
185.50,57.75
112.00,92.75
192.50,192.50
152.25,92.75
71.75,183.75
91.00,71.75
40.25,150.50
66.50,157.50
161.00,133.00
155.75,40.25
138.25,117.25
131.25,113.75
154.00,185.50
168.00,189.00
91.00,108.50
91.00,152.25
152.25,131.25
96.25,192.50
189.00,168.00
40.25,71.75
42.00,185.50
99.75,31.50
71.75,91.00
187.25,152.25
148.75,147.00
127.75,35.00
136.50,70.00
126.00,99.75
59.50,169.75
38.50,168.00
162.75,61.25
159.25,87.50
189.00,31.50
42.00,112.00
89.25,115.50
103.25,120.75
77.00,101.50
101.50,171.50
134.75,154.00
171.50,80.50
91.00,45.50
168.00,54.25
36.75,98.00
194.25,127.75
56.00,80.50
192.50,77.00
169.75,127.75
103.25,147.00
124.25,147.00
190.75,98.00
185.50,70.00
159.25,159.25
35.00,189.00
87.50,182.00
126.00,78.75
145.25,54.25
150.50,101.50
192.50,56.00
71.75,40.25
54.25,56.00
169.75,171.50
140.00,182.00
59.50,36.75
182.00,136.50
38.50,56.00
145.25,169.75
171.50,143.50
150.50,192.50
150.50,31.50
57.75,99.75
182.00,87.50
182.00,180.25
33.25,127.75
110.25,134.75
147.00,77.00
57.75,187.25
126.00,56.00
91.00,159.25
101.50,77.00
183.75,159.25
122.50,168.00
77.00,31.50
45.50,66.50
57.75,120.75
68.25,136.50
173.25,99.75
134.75,45.50
64.75,42.00
182.00,64.75
47.25,42.00
43.75,159.25
162.75,182.00
101.50,101.50
124.25,124.25
80.50,166.25
182.00,43.75
35.00,75.25
47.25,134.75
56.00,145.25
35.00,31.50
78.75,190.75
80.50,80.50
192.50,148.75
