x,y
197.75,199.50
17.50,42.00
189.00,35.00
122.50,126.00
24.50,199.50
197.75,28.00
173.25,15.75
143.50,113.75
115.50,148.75
190.75,192.50
52.50,206.50
122.50,206.50
182.00,19.25
147.00,19.25
147.00,206.50
105.00,73.50
96.25,15.75
70.00,138.25
12.25,126.00
12.25,147.00
201.25,33.25
28.00,208.25
133.00,126.00
12.25,54.25
22.75,101.50
22.75,171.50
189.00,189.00
204.75,148.75
110.25,64.75
77.00,24.50
99.75,24.50
99.75,211.75
169.75,211.75
70.00,71.75
70.00,154.00
122.50,213.50
38.50,189.00
98.00,124.25
140.00,131.25
26.25,28.00
199.50,126.00
22.75,148.75
77.00,14.00
19.25,190.75
91.00,148.75
182.00,36.75
12.25,183.75
31.50,192.50
89.25,99.75
78.75,17.50
40.25,36.75
106.75,91.00
183.75,189.00
189.00,91.00
75.25,119.00
108.50,161.00
140.00,92.75
87.50,201.25
141.75,206.50
182.00,201.25
182.00,211.75
106.75,148.75
35.00,35.00
103.25,154.00
133.00,98.00
82.25,117.25
35.00,136.50
43.75,19.25
80.50,204.75
92.75,78.75
19.25,129.50
17.50,84.00
47.25,206.50
127.75,206.50
157.50,29.75
152.25,120.75
106.75,84.00
106.75,141.75
17.50,96.25
211.75,101.50
71.75,106.75
87.50,15.75
148.75,117.25
85.75,129.50
87.50,211.75
182.00,14.00
75.25,143.50
84.00,77.00
194.25,12.25
140.00,148.75
66.50,119.00
77.00,204.75
148.75,84.00
154.00,89.25
155.75,108.50
187.25,40.25
22.75,194.25
35.00,206.50
40.25,201.25
82.25,134.75
91.00,134.75
134.75,24.50
140.00,141.75
176.75,206.50
7.00,161.00
98.00,101.50
211.75,54.25
115.50,77.00
211.75,124.25
211.75,183.75
154.00,138.25
52.50,22.75
133.00,117.25
138.25,19.25
89.25,75.25
91.00,108.50
22.75,183.75
52.50,14.00
85.75,113.75
164.50,19.25
187.25,206.50
201.25,78.75
