x,y
103.25,129.50
143.50,98.00
36.75,57.75
143.50,15.75
164.50,180.25
12.25,80.50
210.00,99.75
196.00,112.00
47.25,129.50
155.75,152.25
183.75,164.50
183.75,56.00
101.50,208.25
28.00,133.00
157.50,71.75
124.25,80.50
185.50,98.00
36.75,166.25
131.25,157.50
122.50,136.50
14.00,122.50
75.25,127.75
166.25,38.50
15.75,99.75
99.75,14.00
124.25,14.00
80.50,208.25
54.25,124.25
113.75,47.25
101.50,143.50
122.50,56.00
57.75,101.50
101.50,98.00
57.75,40.25
87.50,19.25
169.75,120.75
175.00,110.25
147.00,59.50
98.00,56.00
36.75,143.50
185.50,80.50
206.50,141.75
71.75,91.00
168.00,98.00
208.25,78.75
17.50,141.75
59.50,164.50
101.50,166.25
78.75,103.25
141.75,203.00
56.00,80.50
57.75,180.25
122.50,187.25
124.25,164.50
173.25,89.25
176.75,131.25
101.50,36.75
78.75,185.50
82.25,141.75
126.00,208.25
133.00,45.50
91.00,92.75
112.00,194.25
145.25,122.50
89.25,68.25
84.00,122.50
110.25,175.00
143.50,185.50
133.00,129.50
187.25,120.75
59.50,59.50
47.25,89.25
89.25,173.25
124.25,105.00
138.25,152.25
136.50,89.25
124.25,124.25
134.75,171.50
49.00,112.00
80.50,162.75
73.50,173.25
154.00,131.25
147.00,164.50
208.25,122.50
36.75,78.75
94.50,196.00
38.50,119.00
101.50,80.50
87.50,49.00
70.00,152.25
194.25,152.25
136.50,70.00
187.25,141.75
166.25,143.50
196.00,89.25
155.75,175.00
78.75,57.75
131.25,26.25
24.50,91.00
145.25,78.75
166.25,162.75
92.75,113.75
61.25,145.25
68.25,68.25
122.50,36.75
101.50,187.25
164.50,78.75
175.00,68.25
68.25,133.00
197.75,133.00
78.75,78.75
91.00,134.75
80.50,22.75
