x,y
12.25,211.75
157.50,112.00
77.00,190.75
150.50,159.25
115.50,40.25
210.00,145.25
194.25,38.50
211.75,57.75
91.00,159.25
155.75,178.50
204.75,38.50
166.25,211.75
189.00,147.00
99.75,189.00
68.25,133.00
155.75,89.25
199.50,159.25
57.75,101.50
178.50,68.25
35.00,124.25
36.75,213.50
189.00,35.00
12.25,36.75
36.75,189.00
124.25,12.25
42.00,113.75
99.75,213.50
101.50,35.00
103.25,122.50
161.00,155.75
78.75,12.25
66.50,73.50
211.75,12.25
143.50,147.00
154.00,68.25
99.75,99.75
187.25,124.25
78.75,56.00
178.50,138.25
66.50,159.25
33.25,103.25
124.25,36.75
187.25,99.75
157.50,22.75
145.25,14.00
14.00,168.00
187.25,189.00
211.75,124.25
101.50,80.50
24.50,183.75
77.00,80.50
166.25,54.25
122.50,150.50
211.75,36.75
64.75,201.25
22.75,129.50
204.75,127.75
168.00,147.00
141.75,213.50
54.25,56.00
210.00,78.75
211.75,99.75
68.25,92.75
180.25,155.75
122.50,78.75
40.25,66.50
78.75,211.75
12.25,101.50
124.25,124.25
211.75,213.50
33.25,78.75
26.25,24.50
129.50,22.75
63.00,64.75
127.75,206.50
197.75,94.50
54.25,77.00
169.75,166.25
14.00,78.75
12.25,12.25
145.25,103.25
64.75,180.25
157.50,133.00
122.50,59.50
190.75,59.50
24.50,91.00
71.75,206.50
78.75,143.50
122.50,101.50
101.50,164.50
164.50,33.25
131.25,66.50
78.75,101.50
101.50,145.25
45.50,157.50
66.50,43.75
166.25,122.50
131.25,113.75
182.00,21.00
70.00,110.25
190.75,15.75
78.75,122.50
89.25,66.50
133.00,154.00
145.25,56.00
187.25,213.50
210.00,166.25
199.50,203.00
157.50,43.75
12.25,57.75
57.75,12.25
61.25,190.75
36.75,36.75
12.25,143.50
77.00,169.75
145.25,168.00
57.75,145.25
112.00,154.00
33.25,166.25
147.00,190.75
190.75,166.25
199.50,22.75
201.25,112.00
59.50,33.25
110.25,112.00
70.00,21.00
73.50,33.25
164.50,189.00
112.00,22.75
24.50,199.50
110.25,201.25
190.75,77.00
57.75,211.75
182.00,110.25
110.25,64.75
162.75,101.50
145.25,82.25
208.25,192.50
57.75,168.00
122.50,190.75
89.25,112.00
122.50,168.00
124.25,213.50
157.50,201.25
14.00,124.25
24.50,113.75
99.75,12.25
31.50,150.50
45.50,133.00
166.25,78.75
56.00,122.50
15.75,190.75
36.75,12.25
148.75,33.25
101.50,57.75
26.25,157.50
36.75,56.00
22.75,64.75
180.25,203.00
148.75,122.50
