x,y
117.25,161.00
194.25,99.75
28.00,110.25
103.25,161.00
192.50,110.25
73.50,40.25
138.25,166.25
63.00,140.00
66.50,150.50
176.75,70.00
147.00,173.25
126.00,14.00
94.50,91.00
80.50,77.00
71.75,113.75
82.25,47.25
126.00,199.50
203.00,106.75
33.25,77.00
17.50,122.50
126.00,61.25
171.50,45.50
80.50,152.25
117.25,171.50
78.75,61.25
159.25,126.00
171.50,122.50
68.25,35.00
49.00,92.75
155.75,29.75
171.50,77.00
171.50,92.75
33.25,61.25
110.25,15.75
176.75,127.75
64.75,61.25
94.50,183.75
147.00,70.00
155.75,92.75
49.00,75.25
87.50,38.50
185.50,61.25
75.25,173.25
127.75,169.75
155.75,183.75
141.75,75.25
148.75,98.00
169.75,166.25
92.75,169.75
110.25,183.75
115.50,194.25
49.00,168.00
141.75,154.00
154.00,63.00
154.00,77.00
155.75,138.25
71.75,129.50
52.50,136.50
138.25,47.25
71.75,161.00
148.75,145.25
129.50,38.50
182.00,113.75
96.25,63.00
169.75,136.50
57.75,70.00
92.75,120.75
42.00,84.00
64.75,168.00
49.00,122.50
64.75,183.75
70.00,49.00
63.00,75.25
35.00,120.75
161.00,159.25
154.00,150.50
26.25,99.75
148.75,161.00
178.50,84.00
155.75,168.00
94.50,15.75
115.50,24.50
176.75,143.50
169.75,154.00
47.25,106.75
126.00,185.50
33.25,138.25
19.25,91.00
87.50,175.00
110.25,29.75
140.00,31.50
94.50,199.50
126.00,91.00
92.75,43.75
101.50,173.25
66.50,92.75
117.25,84.00
117.25,131.25
162.75,141.75
187.25,138.25
110.25,47.25
64.75,120.75
103.25,21.00
42.00,129.50
94.50,29.75
101.50,38.50
71.75,68.25
43.75,143.50
182.00,99.75
124.25,155.75
187.25,154.00
80.50,182.00
166.25,52.50
40.25,99.75
126.00,29.75
127.75,124.25
147.00,56.00
162.75,70.00
110.25,168.00
