x,y
210.00,112.00
147.00,78.75
52.50,78.75
147.00,50.75
52.50,145.25
80.50,78.75
17.50,112.00
80.50,50.75
108.50,143.50
50.75,176.75
180.25,49.00
176.75,176.75
147.00,171.50
162.75,161.00
112.00,206.50
113.75,15.75
61.25,161.00
164.50,61.25
80.50,106.75
47.25,45.50
119.00,143.50
176.75,77.00
50.75,115.50
119.00,78.75
61.25,61.25
110.25,78.75
80.50,115.50
148.75,112.00
78.75,173.25
175.00,145.25
112.00,178.50
176.75,113.75
43.75,112.00
112.00,47.25
68.25,66.50
117.25,113.75
117.25,173.25
148.75,141.75
80.50,148.75
110.25,113.75
152.25,43.75
50.75,108.50
145.25,148.75
