x,y
169.75,110.25
54.25,141.75
52.50,110.25
133.00,194.25
134.75,115.50
120.75,110.25
40.25,110.25
117.25,77.00
166.25,126.00
138.25,45.50
105.00,176.75
182.00,124.25
103.25,159.25
84.00,56.00
133.00,94.50
105.00,127.75
117.25,43.75
182.00,91.00
105.00,211.75
85.75,176.75
136.50,176.75
150.50,110.25
89.25,140.00
52.50,124.25
117.25,176.75
105.00,108.50
197.75,127.75
40.25,143.50
182.00,143.50
103.25,24.50
166.25,143.50
120.75,206.50
117.25,127.75
85.75,190.75
89.25,40.25
105.00,43.75
105.00,190.75
105.00,77.00
150.50,124.25
136.50,143.50
120.75,57.75
40.25,91.00
22.75,108.50
197.75,106.75
54.25,92.75
166.25,94.50
40.25,124.25
182.00,110.25
120.75,26.25
70.00,124.25
