x,y
127.75,115.50
145.25,96.25
98.00,152.25
105.00,143.50
115.50,89.25
66.50,92.75
175.00,113.75
136.50,162.75
15.75,99.75
56.00,108.50
87.50,122.50
98.00,59.50
112.00,143.50
112.00,99.75
50.75,113.75
87.50,42.00
187.25,122.50
127.75,89.25
64.75,141.75
136.50,61.25
126.00,54.25
161.00,145.25
40.25,122.50
63.00,103.25
52.50,94.50
63.00,122.50
113.75,61.25
136.50,40.25
84.00,143.50
38.50,103.25
159.25,120.75
127.75,148.75
113.75,122.50
187.25,103.25
78.75,110.25
134.75,99.75
42.00,78.75
159.25,103.25
91.00,78.75
138.25,120.75
113.75,78.75
108.50,164.50
