x,y
173.25,131.25
75.25,122.50
154.00,91.00
96.25,31.50
124.25,61.25
189.00,117.25
164.50,175.00
129.50,56.00
194.25,194.25
92.75,169.75
129.50,169.75
70.00,140.00
129.50,105.00
77.00,194.25
175.00,194.25
175.00,50.75
140.00,113.75
106.75,21.00
124.25,203.00
36.75,173.25
96.25,112.00
124.25,185.50
38.50,131.25
77.00,143.50
87.50,52.50
96.25,192.50
91.00,80.50
106.75,203.00
154.00,52.50
175.00,61.25
19.25,113.75
87.50,91.00
87.50,154.00
134.75,80.50
68.25,173.25
105.00,84.00
113.75,133.00
164.50,63.00
168.00,185.50
173.25,73.50
57.75,42.00
105.00,173.25
124.25,80.50
136.50,71.75
56.00,134.75
38.50,152.25
56.00,91.00
96.25,50.75
38.50,92.75
127.75,141.75
28.00,103.25
57.75,122.50
66.50,103.25
155.75,42.00
155.75,183.75
150.50,77.00
36.75,31.50
42.00,77.00
110.25,56.00
61.25,140.00
38.50,105.00
115.50,29.75
113.75,196.00
105.00,120.75
66.50,122.50
66.50,183.75
96.25,61.25
115.50,10.50
115.50,42.00
115.50,122.50
134.75,133.00
145.25,183.75
164.50,141.75
77.00,152.25
169.75,45.50
42.00,168.00
96.25,71.75
110.25,168.00
115.50,71.75
