x,y
113.75,117.25
122.50,66.50
122.50,175.00
36.75,117.25
113.75,40.25
166.25,126.00
157.50,101.50
105.00,49.00
101.50,85.75
103.25,134.75
105.00,169.75
84.00,105.00
103.25,36.75
119.00,187.25
113.75,101.50
42.00,141.75
113.75,110.25
162.75,145.25
180.25,80.50
54.25,101.50
143.50,45.50
171.50,105.00
66.50,105.00
108.50,197.75
113.75,124.25
38.50,99.75
176.75,99.75
108.50,12.25
127.75,28.00
40.25,80.50
57.75,80.50
145.25,129.50
178.50,145.25
161.00,80.50
162.75,113.75
105.00,108.50
112.00,150.50
196.00,129.50
24.50,131.25
110.25,213.50
49.00,89.25
150.50,101.50
45.50,126.00
127.75,196.00
47.25,108.50
73.50,129.50
126.00,78.75
87.50,173.25
7.00,113.75
92.75,96.25
92.75,197.75
133.00,173.25
24.50,113.75
49.00,138.25
171.50,138.25
85.75,70.00
117.25,54.25
75.25,43.75
59.50,145.25
145.25,96.25
119.00,87.50
126.00,113.75
147.00,113.75
154.00,120.75
106.75,94.50
84.00,122.50
173.25,87.50
91.00,145.25
185.50,122.50
84.00,52.50
57.75,129.50
94.50,129.50
94.50,180.25
110.25,162.75
134.75,54.25
92.75,61.25
101.50,120.75
110.25,180.25
178.50,113.75
101.50,155.75
94.50,78.75
24.50,96.25
126.00,162.75
196.00,113.75
110.25,61.25
101.50,70.00
143.50,182.00
117.25,155.75
187.25,105.00
