x,y
103.25,143.50
82.25,106.75
134.75,117.25
119.00,108.50
61.25,85.75
124.25,49.00
113.75,182.00
162.75,87.50
99.75,49.00
164.50,131.25
185.50,110.25
145.25,106.75
82.25,140.00
166.25,108.50
119.00,134.75
113.75,29.75
68.25,140.00
152.25,136.50
124.25,152.25
85.75,80.50
91.00,127.75
101.50,98.00
145.25,126.00
113.75,87.50
31.50,108.50
113.75,166.25
140.00,80.50
92.75,145.25
92.75,87.50
131.25,89.25
119.00,117.25
147.00,147.00
73.50,129.50
105.00,154.00
148.75,68.25
147.00,89.25
73.50,147.00
54.25,106.75
