x,y
161.00,110.25
194.25,110.25
80.50,162.75
77.00,64.75
161.00,78.75
108.50,29.75
113.75,194.25
129.50,161.00
127.75,110.25
94.50,113.75
28.00,115.50
161.00,124.25
143.50,59.50
127.75,127.75
133.00,99.75
112.00,112.00
112.00,161.00
162.75,143.50
178.50,124.25
127.75,77.00
124.25,134.75
110.25,129.50
147.00,127.75
63.00,147.00
157.50,94.50
94.50,127.75
145.25,161.00
176.75,112.00
96.25,147.00
176.75,96.25
77.00,96.25
117.25,56.00
129.50,148.75
59.50,113.75
94.50,78.75
105.00,169.75
110.25,49.00
147.00,94.50
120.75,169.75
61.25,80.50
