x,y
47.25,110.25
166.25,110.25
103.25,141.75
80.50,157.50
99.75,176.75
140.00,64.75
141.75,157.50
176.75,68.25
43.75,70.00
80.50,66.50
43.75,152.25
50.75,49.00
136.50,133.00
141.75,119.00
201.25,126.00
175.00,152.25
117.25,80.50
50.75,141.75
169.75,141.75
78.75,119.00
105.00,80.50
173.25,110.25
17.50,126.00
115.50,169.75
110.25,49.00
169.75,77.00
33.25,84.00
113.75,141.75
187.25,138.25
201.25,96.25
201.25,159.25
17.50,96.25
106.75,171.50
136.50,154.00
187.25,84.00
31.50,140.00
78.75,36.75
140.00,185.50
168.00,171.50
140.00,36.75
