x,y
127.75,126.00
126.00,208.25
210.00,98.00
127.75,96.25
210.00,126.00
14.00,126.00
66.50,157.50
54.25,87.50
140.00,162.75
185.50,94.50
145.25,169.75
127.75,36.75
185.50,127.75
96.25,94.50
70.00,185.50
77.00,54.25
42.00,124.25
155.75,91.00
157.50,68.25
166.25,82.25
98.00,127.75
89.25,70.00
71.75,38.50
124.25,183.75
127.75,12.25
152.25,157.50
99.75,38.50
66.50,71.75
133.00,154.00
85.75,80.50
40.25,94.50
94.50,210.00
80.50,171.50
154.00,129.50
82.25,141.75
140.00,57.75
94.50,152.25
129.50,71.75
96.25,14.00
56.00,138.25
85.75,57.75
185.50,70.00
14.00,98.00
54.25,78.75
173.25,140.00
94.50,180.25
78.75,84.00
64.75,94.50
136.50,169.75
98.00,187.25
