x,y
206.50,115.50
84.00,54.25
176.75,147.00
24.50,115.50
206.50,150.50
176.75,80.50
108.50,87.50
54.25,80.50
84.00,176.75
147.00,54.25
96.25,43.75
50.75,150.50
122.50,87.50
190.75,127.75
54.25,56.00
115.50,199.50
131.25,40.25
120.75,26.25
190.75,99.75
40.25,126.00
80.50,29.75
24.50,150.50
22.75,80.50
80.50,204.75
176.75,52.50
143.50,108.50
152.25,178.50
56.00,175.00
147.00,173.25
161.00,70.00
70.00,162.75
192.50,66.50
161.00,155.75
154.00,54.25
99.75,189.00
85.75,22.75
40.25,103.25
87.50,108.50
147.00,22.75
40.25,66.50
173.25,178.50
210.00,82.25
113.75,115.50
129.50,190.75
85.75,145.25
148.75,82.25
194.25,164.50
178.50,173.25
113.75,31.50
99.75,36.75
120.75,141.75
57.75,148.75
66.50,70.00
176.75,113.75
147.00,206.50
87.50,87.50
150.50,47.25
108.50,141.75
89.25,120.75
33.25,115.50
113.75,210.00
73.50,73.50
148.75,147.00
54.25,87.50
82.25,47.25
115.50,78.75
106.75,105.00
