x,y
52.50,124.25
208.25,98.00
206.50,127.75
115.50,17.50
134.75,56.00
129.50,166.25
110.25,211.75
157.50,143.50
84.00,133.00
98.00,61.25
110.25,180.25
171.50,96.25
12.25,127.75
115.50,185.50
155.75,87.50
115.50,133.00
143.50,155.75
147.00,40.25
85.75,154.00
143.50,73.50
190.75,106.75
84.00,94.50
110.25,92.75
157.50,78.75
189.00,78.75
70.00,145.25
129.50,134.75
96.25,171.50
94.50,54.25
22.75,96.25
110.25,155.75
49.00,99.75
70.00,42.00
101.50,140.00
145.25,129.50
70.00,87.50
73.50,138.25
108.50,68.25
14.00,96.25
147.00,68.25
