x,y
147.00,113.75
112.00,115.50
171.50,124.25
120.75,143.50
78.75,157.50
78.75,70.00
178.50,98.00
87.50,103.25
103.25,175.00
42.00,75.25
42.00,152.25
117.25,77.00
178.50,131.25
120.75,50.75
45.50,96.25
159.25,75.25
173.25,101.50
183.75,152.25
61.25,106.75
61.25,59.50
183.75,75.25
63.00,154.00
129.50,98.00
45.50,129.50
140.00,103.25
61.25,168.00
124.25,131.25
140.00,59.50
140.00,122.50
164.50,120.75
196.00,106.75
162.75,168.00
150.50,66.50
94.50,129.50
131.25,126.00
54.25,103.25
85.75,61.25
35.00,113.75
112.00,173.25
43.75,106.75
127.75,161.00
