x,y
59.50,108.50
122.50,70.00
70.00,92.75
28.00,110.25
77.00,96.25
73.50,119.00
105.00,148.75
94.50,68.25
110.25,22.75
94.50,150.50
122.50,162.75
141.75,136.50
168.00,80.50
117.25,199.50
196.00,108.50
113.75,49.00
155.75,126.00
140.00,77.00
108.50,54.25
150.50,120.75
80.50,50.75
127.75,147.00
169.75,110.25
112.00,166.25
155.75,68.25
152.25,96.25
133.00,152.25
113.75,141.75
85.75,110.25
168.00,159.25
117.25,171.50
77.00,89.25
117.25,22.75
113.75,106.75
164.50,56.00
70.00,126.00
129.50,63.00
52.50,61.25
126.00,42.00
85.75,136.50
63.00,57.75
87.50,82.25
70.00,61.25
