x,y
105.00,183.75
143.50,182.00
162.75,164.50
178.50,189.00
180.25,78.75
185.50,115.50
54.25,124.25
141.75,152.25
59.50,166.25
113.75,38.50
183.75,150.50
166.25,56.00
19.25,197.75
168.00,126.00
185.50,182.00
38.50,108.50
131.25,21.00
203.00,133.00
126.00,201.25
112.00,180.25
108.50,108.50
61.25,21.00
113.75,75.25
204.75,89.25
166.25,204.75
75.25,77.00
126.00,131.25
162.75,92.75
38.50,43.75
42.00,147.00
24.50,129.50
57.75,201.25
26.25,21.00
131.25,59.50
108.50,147.00
199.50,96.25
91.00,162.75
199.50,168.00
92.75,94.50
182.00,57.75
203.00,26.25
40.25,77.00
183.75,42.00
203.00,59.50
199.50,204.75
22.75,91.00
126.00,164.50
40.25,182.00
92.75,59.50
92.75,24.50
129.50,94.50
73.50,145.25
91.00,127.75
59.50,91.00
22.75,164.50
42.00,57.75
42.00,113.75
143.50,112.00
