x,y
43.75,112.00
178.50,112.00
159.25,71.75
189.00,92.75
68.25,75.25
84.00,148.75
113.75,133.00
110.25,176.75
138.25,73.50
54.25,131.25
168.00,131.25
171.50,112.00
129.50,78.75
140.00,148.75
85.75,113.75
136.50,113.75
110.25,47.25
187.25,105.00
108.50,91.00
127.75,85.75
129.50,120.75
96.25,98.00
29.75,91.00
59.50,70.00
124.25,147.00
154.00,141.75
183.75,120.75
26.25,112.00
196.00,112.00
162.75,154.00
56.00,112.00
61.25,154.00
182.00,98.00
96.25,141.75
155.75,78.75
68.25,145.25
36.75,78.75
84.00,73.50
28.00,133.00
96.25,80.50
194.25,133.00
110.25,157.50
180.25,147.00
38.50,124.25
42.00,98.00
105.00,133.00
140.00,133.00
112.00,112.00
68.25,126.00
129.50,138.25
166.25,92.75
117.25,89.25
152.25,166.25
38.50,145.25
166.25,71.75
112.00,61.25
112.00,68.25
