x,y
89.25,147.00
113.75,103.25
143.50,94.50
106.75,57.75
115.50,187.25
150.50,140.00
82.25,131.25
140.00,59.50
168.00,140.00
63.00,106.75
169.75,82.25
92.75,120.75
112.00,87.50
84.00,52.50
120.75,168.00
201.25,115.50
117.25,54.25
136.50,124.25
201.25,108.50
59.50,113.75
92.75,143.50
162.75,75.25
99.75,57.75
201.25,110.25
133.00,87.50
24.50,112.00
148.75,161.00
77.00,101.50
117.25,161.00
94.50,105.00
112.00,147.00
103.25,148.75
63.00,75.25
75.25,161.00
117.25,87.50
127.75,85.75
148.75,63.00
110.25,199.50
119.00,75.25
89.25,113.75
112.00,152.25
49.00,87.50
63.00,148.75
115.50,201.25
161.00,148.75
101.50,52.50
143.50,131.25
92.75,166.25
171.50,108.50
110.25,71.75
110.25,113.75
148.75,87.50
80.50,154.00
56.00,106.75
106.75,178.50
131.25,119.00
75.25,99.75
112.00,22.75
113.75,159.25
134.75,124.25
148.75,148.75
112.00,80.50
120.75,92.75
140.00,47.25
68.25,94.50
119.00,70.00
122.50,147.00
94.50,154.00
110.25,99.75
124.25,112.00
176.75,140.00
112.00,124.25
31.50,106.75
56.00,94.50
70.00,80.50
70.00,119.00
119.00,80.50
131.25,105.00
94.50,57.75
