x,y
110.25,120.75
71.75,155.75
110.25,96.25
22.75,126.00
106.75,73.50
124.25,152.25
117.25,35.00
91.00,89.25
119.00,199.50
105.00,35.00
134.75,117.25
145.25,154.00
143.50,133.00
143.50,105.00
113.75,164.50
110.25,42.00
189.00,120.75
103.25,203.00
194.25,110.25
85.75,143.50
63.00,122.50
75.25,131.25
31.50,113.75
71.75,82.25
157.50,119.00
96.25,127.75
133.00,143.50
106.75,166.25
63.00,115.50
133.00,98.00
87.50,98.00
120.75,129.50
98.00,106.75
145.25,84.00
120.75,108.50
110.25,208.25
64.75,96.25
120.75,87.50
75.25,105.00
110.25,140.00
