x,y
208.25,99.75
98.00,211.75
108.50,141.75
208.25,119.00
112.00,119.00
85.75,138.25
78.75,113.75
56.00,113.75
14.00,99.75
112.00,89.25
66.50,99.75
152.25,98.00
45.50,99.75
136.50,84.00
138.25,136.50
71.75,127.75
113.75,59.50
84.00,82.25
194.25,120.75
150.50,73.50
150.50,126.00
80.50,87.50
98.00,75.25
75.25,150.50
124.25,126.00
194.25,106.75
143.50,89.25
94.50,99.75
122.50,71.75
119.00,21.00
136.50,143.50
96.25,129.50
101.50,19.25
124.25,157.50
73.50,73.50
171.50,94.50
99.75,150.50
87.50,112.00
136.50,113.75
166.25,115.50
168.00,87.50
14.00,126.00
106.75,113.75
115.50,169.75
150.50,152.25
122.50,208.25
129.50,99.75
208.25,129.50
113.75,110.25
171.50,134.75
94.50,17.50
133.00,171.50
70.00,155.75
126.00,180.25
61.25,89.25
131.25,126.00
108.50,26.25
126.00,94.50
43.75,126.00
70.00,45.50
98.00,45.50
124.25,17.50
152.25,45.50
178.50,126.00
178.50,154.00
66.50,73.50
