x,y
59.50,127.75
108.50,196.00
84.00,192.50
152.25,129.50
117.25,147.00
112.00,176.75
75.25,94.50
161.00,203.00
152.25,91.00
64.75,63.00
71.75,150.50
196.00,138.25
155.75,70.00
89.25,47.25
175.00,134.75
71.75,87.50
54.25,133.00
91.00,89.25
108.50,89.25
115.50,28.00
183.75,17.50
110.25,148.75
24.50,105.00
94.50,150.50
115.50,108.50
120.75,22.75
94.50,113.75
138.25,131.25
89.25,70.00
141.75,178.50
185.50,204.75
155.75,154.00
106.75,204.75
143.50,26.25
21.00,80.50
117.25,68.25
45.50,176.75
96.25,176.75
33.25,92.75
203.00,115.50
136.50,150.50
206.50,192.50
70.00,68.25
162.75,68.25
63.00,169.75
113.75,47.25
196.00,210.00
89.25,134.75
49.00,87.50
96.25,45.50
28.00,85.75
138.25,49.00
161.00,159.25
211.75,175.00
71.75,113.75
77.00,108.50
