x,y
115.50,112.00
82.25,21.00
106.75,112.00
197.75,92.75
54.25,38.50
140.00,161.00
169.75,108.50
141.75,22.75
28.00,124.25
166.25,175.00
136.50,197.75
140.00,56.00
82.25,190.75
36.75,133.00
169.75,40.25
92.75,185.50
80.50,54.25
54.25,75.25
175.00,147.00
131.25,119.00
192.50,59.50
113.75,178.50
173.25,71.75
196.00,159.25
143.50,201.25
110.25,208.25
87.50,119.00
166.25,80.50
22.75,91.00
108.50,36.75
110.25,185.50
22.75,57.75
45.50,71.75
26.25,155.75
105.00,176.75
47.25,182.00
138.25,29.75
47.25,108.50
