x,y
159.25,148.75
145.25,66.50
106.75,110.25
77.00,66.50
145.25,168.00
66.50,85.75
164.50,110.25
87.50,82.25
38.50,101.50
164.50,82.25
148.75,126.00
155.75,141.75
61.25,136.50
57.75,110.25
164.50,120.75
166.25,150.50
122.50,154.00
150.50,77.00
131.25,70.00
134.75,152.25
150.50,154.00
64.75,103.25
59.50,150.50
91.00,96.25
138.25,164.50
185.50,131.25
112.00,29.75
78.75,148.75
96.25,189.00
185.50,101.50
99.75,180.25
115.50,129.50
71.75,98.00
113.75,57.75
131.25,94.50
145.25,147.00
73.50,136.50
115.50,168.00
57.75,120.75
101.50,126.00
101.50,68.25
85.75,141.75
124.25,103.25
157.50,155.75
78.75,175.00
117.25,82.25
124.25,168.00
134.75,124.25
106.75,168.00
103.25,162.75
159.25,75.25
113.75,117.25
161.00,91.00
96.25,71.75
89.25,64.75
99.75,78.75
126.00,187.25
73.50,112.00
134.75,115.50
59.50,92.75
87.50,106.75
47.25,122.50
134.75,133.00
106.75,148.75
127.75,161.00
150.50,96.25
155.75,113.75
87.50,166.25
141.75,129.50
120.75,140.00
127.75,115.50
63.00,126.00
112.00,99.75
143.50,175.00
91.00,136.50
103.25,140.00
96.25,115.50
110.25,73.50
110.25,157.50
126.00,129.50
56.00,82.25
73.50,77.00
171.50,82.25
87.50,150.50
96.25,129.50
96.25,57.75
171.50,131.25
45.50,108.50
178.50,124.25
77.00,122.50
126.00,73.50
119.00,96.25
134.75,108.50
147.00,138.25
52.50,101.50
127.75,57.75
