x,y
115.50,63.00
138.25,75.25
36.75,98.00
162.75,154.00
59.50,70.00
162.75,70.00
61.25,154.00
171.50,112.00
122.50,157.50
113.75,182.00
101.50,190.75
131.25,145.25
99.75,36.75
22.75,103.25
22.75,124.25
112.00,45.50
110.25,99.75
122.50,190.75
122.50,36.75
43.75,122.50
140.00,50.75
201.25,124.25
180.25,122.50
82.25,176.75
75.25,117.25
112.00,162.75
148.75,117.25
50.75,94.50
140.00,176.75
91.00,45.50
131.25,61.25
73.50,131.25
150.50,131.25
141.75,140.00
201.25,103.25
99.75,113.75
66.50,94.50
162.75,124.25
94.50,166.25
120.75,52.50
101.50,173.25
122.50,173.25
101.50,54.25
192.50,115.50
82.25,87.50
31.50,129.50
92.75,61.25
131.25,166.25
141.75,103.25
101.50,140.00
