x,y
134.75,70.00
91.00,131.25
98.00,120.75
133.00,173.25
166.25,162.75
120.75,21.00
154.00,91.00
80.50,161.00
91.00,113.75
91.00,68.25
164.50,124.25
133.00,154.00
185.50,119.00
80.50,105.00
80.50,57.75
89.25,175.00
98.00,162.75
70.00,131.25
99.75,201.25
91.00,150.50
154.00,154.00
155.75,133.00
59.50,124.25
98.00,59.50
133.00,110.25
59.50,162.75
129.50,49.00
120.75,201.25
122.50,180.25
70.00,68.25
164.50,140.00
70.00,91.00
49.00,129.50
78.75,141.75
120.75,162.75
133.00,133.00
49.00,92.75
38.50,98.00
59.50,143.50
92.75,50.75
133.00,92.75
150.50,71.75
204.75,120.75
59.50,78.75
59.50,63.00
143.50,103.25
87.50,196.00
176.75,131.25
99.75,185.50
120.75,42.00
204.75,101.50
120.75,120.75
124.25,82.25
143.50,161.00
99.75,38.50
78.75,80.50
124.25,141.75
143.50,57.75
143.50,124.25
38.50,124.25
82.25,122.50
99.75,101.50
124.25,59.50
143.50,140.00
89.25,92.75
162.75,82.25
175.00,91.00
185.50,99.75
129.50,192.50
94.50,192.50
110.25,49.00
126.00,101.50
