x,y
50.75,122.50
108.50,141.75
89.25,162.75
131.25,59.50
49.00,99.75
38.50,113.75
182.00,110.25
87.50,61.25
71.75,148.75
147.00,77.00
110.25,189.00
106.75,168.00
108.50,57.75
147.00,150.50
108.50,124.25
106.75,77.00
164.50,124.25
164.50,96.25
134.75,87.50
143.50,92.75
117.25,140.00
112.00,38.50
127.75,148.75
106.75,101.50
134.75,103.25
115.50,85.75
98.00,70.00
42.00,120.75
87.50,96.25
68.25,113.75
31.50,108.50
91.00,78.75
164.50,113.75
126.00,129.50
68.25,75.25
154.00,101.50
145.25,119.00
105.00,112.00
