x,y
59.50,129.50
164.50,129.50
176.75,80.50
77.00,162.75
115.50,133.00
108.50,98.00
22.75,113.75
38.50,141.75
136.50,110.25
85.75,110.25
10.50,105.00
213.50,105.00
85.75,115.50
10.50,120.75
136.50,115.50
213.50,120.75
42.00,115.50
52.50,85.75
182.00,115.50
124.25,36.75
169.75,68.25
106.75,129.50
113.75,94.50
171.50,85.75
10.50,101.50
213.50,101.50
110.25,94.50
145.25,89.25
85.75,131.25
176.75,150.50
77.00,89.25
56.00,85.75
168.00,85.75
112.00,164.50
138.25,131.25
182.00,110.25
112.00,115.50
145.25,140.00
112.00,131.25
43.75,148.75
75.25,138.25
78.75,140.00
133.00,75.25
171.50,89.25
56.00,140.00
168.00,140.00
29.75,105.00
52.50,157.50
85.75,94.50
110.25,61.25
71.75,122.50
169.75,155.75
133.00,117.25
110.25,127.75
42.00,112.00
50.75,91.00
147.00,157.50
112.00,112.00
133.00,148.75
77.00,157.50
136.50,96.25
133.00,61.25
99.75,189.00
89.25,61.25
50.75,136.50
148.75,105.00
89.25,164.50
133.00,164.50
192.50,106.75
143.50,66.50
171.50,136.50
126.00,105.00
120.75,175.00
61.25,113.75
161.00,113.75
73.50,168.00
91.00,77.00
150.50,122.50
96.25,124.25
99.75,38.50
96.25,84.00
122.50,192.50
112.00,77.00
112.00,148.75
52.50,120.75
82.25,112.00
133.00,57.75
31.50,101.50
105.00,159.25
52.50,105.00
101.50,47.25
54.25,70.00
