x,y
124.25,126.00
152.25,87.50
122.50,66.50
129.50,75.25
145.25,96.25
113.75,141.75
101.50,73.50
129.50,85.75
36.75,173.25
89.25,89.25
73.50,138.25
63.00,87.50
87.50,143.50
78.75,105.00
101.50,164.50
85.75,66.50
96.25,78.75
61.25,52.50
80.50,176.75
157.50,162.75
73.50,117.25
133.00,162.75
173.25,57.75
56.00,40.25
31.50,169.75
173.25,87.50
106.75,43.75
40.25,169.75
173.25,138.25
106.75,215.25
63.00,164.50
119.00,150.50
150.50,56.00
180.25,175.00
71.75,63.00
73.50,87.50
63.00,126.00
73.50,150.50
152.25,120.75
38.50,49.00
106.75,131.25
131.25,66.50
196.00,113.75
168.00,115.50
63.00,54.25
103.25,103.25
35.00,38.50
152.25,164.50
36.75,47.25
73.50,92.75
119.00,115.50
96.25,162.75
129.50,189.00
50.75,126.00
35.00,173.25
176.75,117.25
161.00,187.25
145.25,29.75
29.75,197.75
45.50,189.00
175.00,40.25
85.75,36.75
113.75,56.00
171.50,150.50
84.00,57.75
108.50,85.75
43.75,180.25
141.75,162.75
38.50,189.00
54.25,75.25
183.75,29.75
70.00,199.50
80.50,133.00
112.00,108.50
166.25,33.25
119.00,176.75
85.75,117.25
71.75,126.00
33.25,71.75
173.25,47.25
54.25,36.75
85.75,189.00
80.50,143.50
157.50,29.75
180.25,49.00
78.75,68.25
96.25,126.00
119.00,126.00
147.00,82.25
147.00,133.00
152.25,75.25
94.50,66.50
105.00,161.00
56.00,29.75
92.75,54.25
129.50,164.50
54.25,150.50
176.75,175.00
33.25,28.00
33.25,56.00
40.25,52.50
50.75,87.50
152.25,61.25
33.25,108.50
183.75,73.50
122.50,159.25
162.75,190.75
183.75,59.50
73.50,75.25
96.25,101.50
119.00,101.50
124.25,106.75
147.00,119.00
157.50,133.00
169.75,133.00
155.75,159.25
176.75,161.00
59.50,75.25
89.25,99.75
96.25,113.75
115.50,183.75
119.00,36.75
147.00,199.50
185.50,197.75
66.50,108.50
91.00,138.25
99.75,106.75
112.00,159.25
148.75,108.50
50.75,101.50
57.75,82.25
78.75,82.25
91.00,57.75
106.75,75.25
124.25,42.00
136.50,57.75
