x,y
96.25,157.50
152.25,154.00
80.50,61.25
143.50,110.25
155.75,134.75
113.75,87.50
66.50,152.25
120.75,105.00
112.00,42.00
138.25,131.25
134.75,166.25
94.50,61.25
105.00,38.50
36.75,96.25
157.50,68.25
96.25,126.00
161.00,140.00
159.25,159.25
127.75,110.25
64.75,110.25
120.75,38.50
105.00,56.00
87.50,133.00
101.50,84.00
63.00,157.50
82.25,110.25
112.00,63.00
138.25,178.50
175.00,110.25
169.75,115.50
136.50,70.00
127.75,94.50
136.50,85.75
78.75,141.75
64.75,59.50
94.50,110.25
112.00,126.00
141.75,61.25
64.75,143.50
175.00,126.00
87.50,150.50
96.25,189.00
127.75,61.25
159.25,124.25
168.00,87.50
129.50,78.75
71.75,68.25
80.50,92.75
87.50,70.00
96.25,141.75
159.25,92.75
152.25,85.75
183.75,103.25
61.25,131.25
89.25,101.50
57.75,99.75
82.25,159.25
127.75,143.50
145.25,77.00
183.75,119.00
189.00,112.00
96.25,94.50
