x,y
110.25,208.25
82.25,42.00
210.00,108.50
71.75,110.25
180.25,84.00
180.25,136.50
110.25,110.25
12.25,108.50
110.25,15.75
54.25,131.25
148.75,110.25
129.50,131.25
131.25,56.00
52.50,94.50
31.50,84.00
87.50,92.75
89.25,129.50
168.00,94.50
40.25,82.25
131.25,164.50
168.00,110.25
31.50,110.25
110.25,38.50
136.50,73.50
169.75,129.50
192.50,84.00
42.00,136.50
110.25,187.25
73.50,75.25
141.75,70.00
82.25,176.75
140.00,152.25
138.25,176.75
73.50,147.00
187.25,92.75
148.75,147.00
92.75,166.25
42.00,101.50
71.75,166.25
197.75,120.75
110.25,168.00
