x,y
133.00,133.00
71.75,75.25
110.25,26.25
119.00,134.75
148.75,148.75
133.00,92.75
187.25,103.25
101.50,187.25
61.25,101.50
70.00,94.50
35.00,122.50
129.50,71.75
129.50,154.00
150.50,131.25
110.25,91.00
110.25,50.75
161.00,124.25
24.50,112.00
124.25,161.00
175.00,112.00
108.50,155.75
89.25,92.75
164.50,103.25
154.00,110.25
91.00,71.75
108.50,68.25
94.50,64.75
99.75,126.00
85.75,113.75
134.75,113.75
199.50,110.25
87.50,133.00
119.00,35.00
189.00,120.75
110.25,110.25
173.25,138.25
54.25,99.75
141.75,122.50
66.50,112.00
70.00,131.25
43.75,113.75
98.00,38.50
136.50,52.50
