x,y
126.00,129.50
94.50,19.25
206.50,126.00
136.50,26.25
82.25,87.50
98.00,127.75
129.50,155.75
183.75,75.25
15.75,103.25
98.00,99.75
150.50,96.25
161.00,85.75
71.75,77.00
96.25,180.25
15.75,129.50
126.00,73.50
141.75,63.00
150.50,75.25
59.50,91.00
94.50,154.00
120.75,43.75
80.50,64.75
148.75,131.25
136.50,89.25
68.25,101.50
71.75,154.00
162.75,138.25
173.25,98.00
129.50,208.25
68.25,129.50
204.75,96.25
124.25,17.50
150.50,148.75
136.50,197.75
42.00,127.75
94.50,75.25
49.00,105.00
61.25,113.75
99.75,210.00
148.75,45.50
59.50,143.50
134.75,61.25
122.50,101.50
141.75,169.75
152.25,183.75
94.50,45.50
180.25,99.75
82.25,145.25
154.00,155.75
