x,y
134.75,113.75
71.75,110.25
115.50,141.75
122.50,164.50
208.25,108.50
112.00,203.00
112.00,12.25
127.75,108.50
133.00,101.50
15.75,108.50
106.75,148.75
119.00,133.00
124.25,80.50
31.50,92.75
85.75,129.50
66.50,73.50
66.50,105.00
94.50,110.25
127.75,187.25
120.75,42.00
117.25,87.50
96.25,59.50
110.25,98.00
101.50,127.75
63.00,89.25
143.50,108.50
96.25,29.75
140.00,119.00
106.75,87.50
89.25,68.25
145.25,136.50
105.00,68.25
120.75,50.75
150.50,99.75
143.50,98.00
124.25,127.75
84.00,87.50
80.50,120.75
103.25,178.50
112.00,171.50
152.25,117.25
31.50,124.25
155.75,91.00
105.00,115.50
117.25,108.50
168.00,117.25
71.75,117.25
112.00,154.00
91.00,103.25
134.75,85.75
91.00,78.75
119.00,68.25
96.25,187.25
129.50,59.50
40.25,99.75
103.25,162.75
190.75,108.50
78.75,140.00
