x,y
134.75,15.75
206.50,85.75
159.25,127.75
159.25,85.75
183.75,155.75
89.25,136.50
133.00,136.50
64.75,85.75
182.00,134.75
63.00,133.00
87.50,204.75
40.25,133.00
36.75,87.50
112.00,157.50
110.25,182.00
89.25,110.25
66.50,182.00
134.75,183.75
185.50,110.25
112.00,108.50
120.75,70.00
182.00,84.00
17.50,87.50
87.50,15.75
159.25,110.25
89.25,40.25
87.50,185.50
36.75,110.25
136.50,204.75
87.50,89.25
159.25,136.50
204.75,134.75
40.25,64.75
40.25,154.00
157.50,182.00
133.00,61.25
136.50,35.00
98.00,124.25
180.25,63.00
134.75,159.25
17.50,133.00
110.25,38.50
157.50,38.50
50.75,94.50
64.75,38.50
77.00,124.25
110.25,133.00
92.75,159.25
91.00,63.00
134.75,89.25
112.00,63.00
