x,y
162.75,131.25
131.25,31.50
150.50,31.50
150.50,190.75
131.25,50.75
169.75,91.00
131.25,185.50
150.50,91.00
35.00,70.00
131.25,71.75
129.50,110.25
131.25,129.50
33.25,110.25
94.50,150.50
92.75,31.50
112.00,169.75
77.00,110.25
112.00,87.50
49.00,91.00
131.25,147.00
73.50,171.50
56.00,131.25
71.75,71.75
112.00,71.75
136.50,124.25
36.75,91.00
75.25,152.25
75.25,190.75
112.00,190.75
150.50,150.50
54.25,71.75
94.50,131.25
75.25,52.50
122.50,82.25
187.25,91.00
92.75,192.50
112.00,54.25
28.00,101.50
92.75,70.00
150.50,113.75
169.75,131.25
129.50,89.25
150.50,169.75
166.25,150.50
147.00,50.75
92.75,49.00
85.75,136.50
92.75,169.75
54.25,110.25
187.25,150.50
147.00,131.25
45.50,138.25
85.75,61.25
168.00,70.00
189.00,70.00
89.25,94.50
187.25,112.00
101.50,141.75
36.75,150.50
49.00,82.25
164.50,110.25
131.25,168.00
176.75,80.50
40.25,129.50
171.50,110.25
189.00,131.25
159.25,141.75
73.50,31.50
112.00,12.25
112.00,208.25
150.50,71.75
82.25,161.00
141.75,161.00
77.00,91.00
92.75,108.50
204.75,112.00
161.00,80.50
77.00,131.25
131.25,192.50
54.25,148.75
178.50,140.00
19.25,110.25
143.50,110.25
112.00,129.50
