x,y
110.25,152.25
157.50,78.75
77.00,133.00
143.50,92.75
103.25,152.25
105.00,80.50
133.00,176.75
28.00,105.00
45.50,89.25
80.50,75.25
119.00,52.50
92.75,68.25
122.50,59.50
98.00,43.75
113.75,162.75
129.50,126.00
131.25,162.75
49.00,126.00
75.25,115.50
101.50,117.25
129.50,143.50
112.00,176.75
143.50,141.75
143.50,159.25
73.50,82.25
103.25,171.50
162.75,113.75
159.25,141.75
36.75,94.50
120.75,71.75
120.75,119.00
113.75,196.00
49.00,105.00
64.75,91.00
103.25,103.25
169.75,115.50
73.50,99.75
119.00,150.50
138.25,119.00
155.75,110.25
98.00,106.75
136.50,152.25
166.25,101.50
143.50,110.25
105.00,138.25
78.75,159.25
91.00,117.25
136.50,71.75
82.25,61.25
80.50,94.50
143.50,126.00
64.75,126.00
78.75,126.00
82.25,110.25
157.50,126.00
54.25,80.50
129.50,113.75
70.00,143.50
99.75,59.50
131.25,49.00
173.25,124.25
96.25,94.50
96.25,77.00
96.25,178.50
