x,y
155.75,63.00
22.75,134.75
201.25,87.50
201.25,112.00
136.50,36.75
136.50,206.50
148.75,150.50
91.00,15.75
87.50,87.50
134.75,134.75
155.75,183.75
35.00,122.50
110.25,206.50
68.25,133.00
66.50,157.50
68.25,63.00
126.00,75.25
126.00,147.00
47.25,159.25
112.00,108.50
99.75,194.25
108.50,63.00
126.00,196.00
155.75,108.50
98.00,75.25
143.50,122.50
22.75,113.75
176.75,64.75
42.00,134.75
143.50,99.75
147.00,73.50
182.00,134.75
101.50,50.75
64.75,112.00
120.75,171.50
122.50,49.00
157.50,40.25
178.50,159.25
155.75,159.25
134.75,157.50
169.75,122.50
136.50,63.00
112.00,15.75
145.25,169.75
82.25,122.50
57.75,73.50
77.00,98.00
113.75,159.25
80.50,50.75
110.25,36.75
112.00,185.50
133.00,183.75
145.25,52.50
199.50,136.50
89.25,108.50
68.25,38.50
106.75,103.25
77.00,175.00
99.75,148.75
159.25,85.75
169.75,99.75
45.50,89.25
99.75,173.25
89.25,157.50
169.75,147.00
190.75,96.25
59.50,98.00
43.75,110.25
56.00,122.50
77.00,75.25
176.75,85.75
80.50,147.00
103.25,26.25
122.50,120.75
31.50,96.25
192.50,122.50
115.50,134.75
120.75,99.75
91.00,208.25
122.50,28.00
40.25,159.25
103.25,124.25
112.00,85.75
92.75,38.50
138.25,87.50
66.50,182.00
133.00,110.25
87.50,134.75
92.75,185.50
159.25,134.75
