x,y
199.50,112.00
94.50,112.00
112.00,24.50
112.00,197.75
182.00,94.50
94.50,180.25
182.00,129.50
77.00,77.00
77.00,147.00
164.50,77.00
94.50,42.00
164.50,129.50
164.50,147.00
77.00,59.50
77.00,112.00
112.00,94.50
112.00,129.50
129.50,94.50
129.50,112.00
164.50,94.50
147.00,77.00
112.00,164.50
94.50,94.50
147.00,147.00
129.50,59.50
129.50,162.75
59.50,94.50
77.00,162.75
129.50,42.00
112.00,77.00
94.50,59.50
94.50,162.75
77.00,94.50
147.00,129.50
129.50,180.25
147.00,164.50
59.50,129.50
94.50,129.50
42.00,112.00
129.50,77.00
129.50,147.00
24.50,112.00
112.00,112.00
182.00,112.00
87.50,124.25
147.00,59.50
42.00,94.50
136.50,66.50
110.25,180.25
96.25,147.00
77.00,127.75
112.00,40.25
129.50,129.50
101.50,155.75
147.00,96.25
94.50,77.00
59.50,147.00
91.00,105.00
126.00,87.50
147.00,112.00
59.50,77.00
164.50,112.00
42.00,129.50
59.50,112.00
