x,y
87.50,155.75
40.25,131.25
40.25,84.00
63.00,133.00
133.00,182.00
110.25,133.00
108.50,84.00
110.25,12.25
168.00,101.50
85.75,108.50
155.75,133.00
168.00,94.50
182.00,85.75
63.00,85.75
131.25,161.00
85.75,178.50
124.25,49.00
96.25,50.75
182.00,110.25
52.50,122.50
204.75,110.25
133.00,63.00
110.25,35.00
110.25,155.75
180.25,134.75
119.00,166.25
112.00,61.25
133.00,106.75
85.75,36.75
56.00,96.25
106.75,204.75
131.25,40.25
112.00,108.50
154.00,106.75
108.50,182.00
17.50,108.50
171.50,120.75
64.75,108.50
98.00,166.25
85.75,59.50
38.50,108.50
120.75,26.25
101.50,143.50
189.00,99.75
161.00,84.00
