x,y
112.00,180.25
57.75,50.75
113.75,134.75
57.75,173.25
171.50,26.25
161.00,17.50
134.75,89.25
161.00,206.50
19.25,66.50
19.25,155.75
143.50,127.75
52.50,26.25
159.25,136.50
66.50,85.75
52.50,196.00
89.25,131.25
38.50,148.75
78.75,120.75
189.00,49.00
180.25,110.25
38.50,73.50
189.00,175.00
138.25,63.00
77.00,96.25
42.00,112.00
91.00,64.75
173.25,196.00
134.75,134.75
89.25,157.50
157.50,87.50
138.25,157.50
91.00,85.75
112.00,108.50
196.00,196.00
211.75,180.25
136.50,110.25
127.75,147.00
112.00,64.75
8.75,8.75
8.75,213.50
213.50,10.50
112.00,161.00
66.50,108.50
115.50,85.75
98.00,77.00
31.50,49.00
31.50,175.00
175.00,215.25
80.50,197.75
17.50,96.25
17.50,126.00
80.50,24.50
150.50,122.50
14.00,196.00
113.75,43.75
122.50,75.25
215.25,70.00
208.25,68.25
14.00,26.25
215.25,28.00
68.25,10.50
68.25,211.75
157.50,108.50
215.25,196.00
12.25,43.75
66.50,131.25
91.00,210.00
187.25,150.50
185.50,73.50
215.25,213.50
166.25,50.75
169.75,169.75
196.00,31.50
213.50,173.25
