x,y
129.50,94.50
64.75,101.50
117.25,175.00
98.00,43.75
133.00,56.00
171.50,122.50
103.25,68.25
199.50,115.50
63.00,78.75
164.50,131.25
157.50,143.50
80.50,155.75
92.75,92.75
106.75,183.75
124.25,166.25
124.25,45.50
162.75,96.25
145.25,63.00
61.25,140.00
110.25,38.50
145.25,150.50
129.50,112.00
36.75,108.50
49.00,122.50
54.25,129.50
119.00,157.50
91.00,129.50
148.75,75.25
57.75,92.75
73.50,73.50
54.25,112.00
82.25,64.75
92.75,57.75
157.50,103.25
21.00,110.25
71.75,147.00
64.75,120.75
71.75,129.50
113.75,22.75
110.25,56.00
119.00,66.50
162.75,113.75
99.75,157.50
148.75,129.50
105.00,201.25
112.00,77.00
91.00,148.75
155.75,120.75
91.00,182.00
