x,y
150.50,155.75
145.25,122.50
56.00,120.75
122.50,157.50
115.50,84.00
70.00,66.50
68.25,152.25
110.25,119.00
101.50,166.25
117.25,164.50
166.25,89.25
127.75,101.50
161.00,68.25
129.50,134.75
175.00,122.50
91.00,134.75
99.75,189.00
103.25,52.50
75.25,159.25
145.25,105.00
47.25,120.75
47.25,101.50
141.75,70.00
154.00,140.00
89.25,182.00
94.50,40.25
112.00,22.75
75.25,56.00
117.25,190.75
22.75,108.50
124.25,28.00
40.25,92.75
201.25,115.50
110.25,57.75
82.25,66.50
113.75,75.25
131.25,38.50
159.25,164.50
129.50,75.25
92.75,73.50
103.25,28.00
166.25,122.50
112.00,92.75
126.00,166.25
134.75,157.50
92.75,148.75
124.25,199.50
147.00,61.25
129.50,57.75
108.50,197.75
82.25,134.75
75.25,75.25
82.25,157.50
110.25,106.75
82.25,84.00
91.00,164.50
182.00,98.00
92.75,98.00
145.25,143.50
106.75,183.75
164.50,133.00
38.50,110.25
40.25,129.50
57.75,161.00
164.50,59.50
