x,y
134.75,155.75
85.75,84.00
113.75,14.00
43.75,84.00
113.75,57.75
82.25,176.75
14.00,108.50
136.50,80.50
50.75,119.00
85.75,42.00
178.50,133.00
61.25,85.75
82.25,155.75
112.00,84.00
122.50,73.50
85.75,110.25
136.50,57.75
119.00,143.50
185.50,105.00
108.50,178.50
208.25,105.00
133.00,133.00
136.50,110.25
136.50,180.25
38.50,136.50
99.75,145.25
36.75,110.25
98.00,66.50
110.25,131.25
124.25,47.25
85.75,134.75
113.75,35.00
50.75,99.75
57.75,161.00
161.00,108.50
57.75,133.00
134.75,40.25
87.50,59.50
124.25,91.00
103.25,45.50
126.00,145.25
136.50,103.25
61.25,112.00
182.00,82.25
122.50,119.00
168.00,94.50
106.75,157.50
155.75,159.25
99.75,168.00
112.00,108.50
157.50,133.00
61.25,105.00
159.25,82.25
49.00,92.75
171.50,119.00
157.50,57.75
85.75,103.25
110.25,206.50
