x,y
45.50,96.25
164.50,143.50
63.00,77.00
148.75,64.75
206.50,110.25
96.25,36.75
94.50,110.25
131.25,36.75
127.75,176.75
164.50,80.50
63.00,141.75
112.00,126.00
150.50,106.75
150.50,92.75
115.50,73.50
124.25,43.75
57.75,127.75
54.25,94.50
101.50,42.00
85.75,80.50
185.50,129.50
166.25,124.25
113.75,147.00
169.75,75.25
189.00,94.50
94.50,147.00
129.50,92.75
70.00,169.75
77.00,115.50
77.00,106.75
113.75,89.25
75.25,73.50
80.50,157.50
171.50,91.00
113.75,108.50
92.75,164.50
141.75,84.00
178.50,119.00
187.25,112.00
161.00,99.75
75.25,92.75
21.00,108.50
150.50,115.50
75.25,147.00
42.00,110.25
110.25,201.25
159.25,50.75
131.25,110.25
133.00,75.25
50.75,119.00
178.50,101.50
133.00,54.25
94.50,176.75
133.00,162.75
168.00,110.25
40.25,127.75
94.50,94.50
150.50,127.75
98.00,127.75
91.00,127.75
56.00,110.25
148.75,73.50
113.75,182.00
113.75,36.75
140.00,138.25
197.75,120.75
133.00,129.50
133.00,143.50
94.50,56.00
112.00,166.25
113.75,19.25
150.50,147.00
145.25,157.50
78.75,126.00
